frame,xmin,xmax,ymin,ymax,class_id,label_name
final 2_mp4-2429_jpg.rf.3JdQ6icSrGDhcsFeEzjh.jpg,478,961,192,720,3,person
final 2_mp4-2429_jpg.rf.3JdQ6icSrGDhcsFeEzjh.jpg,926,1280,0,549,3,person
final 2_mp4-2696_jpg.rf.5GcIiWCvfgkR4s1BEbWi.jpg,433,1079,6,720,3,person
final 2_mp4-2696_jpg.rf.5GcIiWCvfgkR4s1BEbWi.jpg,1,402,536,720,1,cell phone
final 2_mp4-1609_jpg.rf.5LQxFwj61j5ic41Caxmu.jpg,498,1105,210,720,3,person
final 2_mp4-5589_jpg.rf.6CzTwX2QEcDK7KjIFlzU.jpg,479,1112,123,720,3,person
final 2_mp4-5589_jpg.rf.6CzTwX2QEcDK7KjIFlzU.jpg,917,1153,307,493,1,cell phone
final 2_mp4-4425_jpg.rf.92nduSXrz8EBfz4x6aQb.jpg,271,1035,94,720,3,person
final 2_mp4-7137_jpg.rf.Afu2zFgCEuo3pS44wQs6.jpg,422,987,49,720,3,person
final 2_mp4-7137_jpg.rf.Afu2zFgCEuo3pS44wQs6.jpg,959,1280,0,652,3,person
final 2_mp4-7137_jpg.rf.Afu2zFgCEuo3pS44wQs6.jpg,718,924,325,667,1,cell phone
final 2_mp4-5435_jpg.rf.D49hkbGhgK8PYo13cTZX.jpg,446,639,168,382,2,laptop
final 2_mp4-5435_jpg.rf.D49hkbGhgK8PYo13cTZX.jpg,534,922,110,706,3,person
final 2_mp4-5435_jpg.rf.D49hkbGhgK8PYo13cTZX.jpg,688,970,0,406,3,person
final 2_mp4-2797_jpg.rf.D6rad8LmUyaHrKXOPMQv.jpg,303,1092,38,720,3,person
final 2_mp4-7891_jpg.rf.Eq3C1zGcWbnXNKxeegLV.jpg,333,958,138,719,3,person
final 2_mp4-7891_jpg.rf.Eq3C1zGcWbnXNKxeegLV.jpg,455,690,523,720,1,cell phone
final 2_mp4-0335_jpg.rf.GTBzX0itU7ILHktYfapK.jpg,1041,1132,229,377,3,person
final 2_mp4-0335_jpg.rf.GTBzX0itU7ILHktYfapK.jpg,951,1266,378,546,1,cell phone
final 2_mp4-0335_jpg.rf.GTBzX0itU7ILHktYfapK.jpg,567,1023,7,702,3,person
final 2_mp4-0335_jpg.rf.GTBzX0itU7ILHktYfapK.jpg,240,553,3,720,3,person
final 2_mp4-4885_jpg.rf.IsANvqOsi6qHOSjfNEoH.jpg,85,774,19,720,3,person
final 2_mp4-4885_jpg.rf.IsANvqOsi6qHOSjfNEoH.jpg,328,606,391,720,1,cell phone
final 2_mp4-5431_jpg.rf.MwAiL1KmL5M223IX6LeW.jpg,489,900,127,720,3,person
final 2_mp4-5431_jpg.rf.MwAiL1KmL5M223IX6LeW.jpg,796,1099,0,463,3,person
final 2_mp4-5431_jpg.rf.MwAiL1KmL5M223IX6LeW.jpg,733,934,149,439,2,laptop
final 2_mp4-1681_jpg.rf.Vo8zn1WX1emnaViJAiQJ.jpg,564,1155,256,720,3,person
final 2_mp4-4191_jpg.rf.XBmhwRoEUhMh1A37OVOC.jpg,313,1002,95,720,3,person
final 2_mp4-0684_jpg.rf.Y1SWeaWmzdDVC55BO3FW.jpg,390,569,373,552,1,cell phone
final 2_mp4-0684_jpg.rf.Y1SWeaWmzdDVC55BO3FW.jpg,270,826,218,720,3,person
final 2_mp4-0684_jpg.rf.Y1SWeaWmzdDVC55BO3FW.jpg,1066,1280,31,406,3,person
final 2_mp4-5693_jpg.rf.b4WjPXMiz5m8pM9hoiWA.jpg,394,1134,98,720,3,person
final 2_mp4-5693_jpg.rf.b4WjPXMiz5m8pM9hoiWA.jpg,1039,1280,70,619,3,person
final 2_mp4-4181_jpg.rf.d5RVXgCV0Ppu3yDEA6Bu.jpg,268,1051,89,720,3,person
final 2_mp4-0109_jpg.rf.gG6e3KTY7WWMT0oMDTeY.jpg,582,731,251,489,1,cell phone
final 2_mp4-0109_jpg.rf.gG6e3KTY7WWMT0oMDTeY.jpg,1036,1139,214,333,3,person
final 2_mp4-0109_jpg.rf.gG6e3KTY7WWMT0oMDTeY.jpg,433,1153,3,667,3,person
final 2_mp4-1168_jpg.rf.lGXrpRsnGcp4gyj2iSNt.jpg,490,1121,208,720,3,person
final 2_mp4-3810_jpg.rf.lrOtqbt2JiQFdaFTFdBt.jpg,360,1050,60,720,3,person
final 2_mp4-9079_jpg.rf.m85Y0Iv6eW3FwosgONM7.jpg,328,561,164,432,2,laptop
final 2_mp4-9079_jpg.rf.m85Y0Iv6eW3FwosgONM7.jpg,455,716,0,256,3,person
final 2_mp4-9079_jpg.rf.m85Y0Iv6eW3FwosgONM7.jpg,541,900,180,675,3,person
final 2_mp4-1828_jpg.rf.mc1oM5AcA5yWIHunavX8.jpg,591,1011,249,720,3,person
final 2_mp4-1828_jpg.rf.mc1oM5AcA5yWIHunavX8.jpg,135,642,456,720,2,laptop
frame_50_jpg.rf.pTvKUaPbZjMBX0qWVwmU.jpg,119,535,107,638,3,person
final 2_mp4-3412_jpg.rf.rZUj4F0pla7ybt3d4wbW.jpg,512,654,317,464,1,cell phone
final 2_mp4-3412_jpg.rf.rZUj4F0pla7ybt3d4wbW.jpg,353,879,115,700,3,person
final 2_mp4-3412_jpg.rf.rZUj4F0pla7ybt3d4wbW.jpg,843,1280,16,586,3,person
final 2_mp4-4385_jpg.rf.uYgmhVYst7HUpJb0hPlb.jpg,302,1009,100,720,3,person
final 2_mp4-4385_jpg.rf.uYgmhVYst7HUpJb0hPlb.jpg,408,682,406,720,1,cell phone
frame_5330_jpg.rf.uz2FbNTs6vPqVJUJIi7b.jpg,147,482,65,638,3,person
final 2_mp4-7805_jpg.rf.w2lsNxX4yhhwChwMw3dL.jpg,354,881,145,720,3,person
final 2_mp4-0298_jpg.rf.xf1u1ei4YOYF4SiJF557.jpg,320,511,140,475,1,cell phone
final 2_mp4-0298_jpg.rf.xf1u1ei4YOYF4SiJF557.jpg,485,930,10,691,3,person
final 2_mp4-0298_jpg.rf.xf1u1ei4YOYF4SiJF557.jpg,1038,1124,219,397,3,person
final 2_mp4-4009_jpg.rf.0cn1ZQ0iyml72GA6FIr1.jpg,281,1034,83,720,3,person
final 2_mp4-2786_jpg.rf.0utUH99vDprVGsJ9vf4E.jpg,337,1069,39,606,3,person
final 2_mp4-5567_jpg.rf.1SiNBwfstztcGG1zuFCp.jpg,376,983,99,720,3,person
final 2_mp4-8915_jpg.rf.1k6w26ExNk64eIXQnwrr.jpg,449,863,200,720,3,person
final 2_mp4-8915_jpg.rf.1k6w26ExNk64eIXQnwrr.jpg,693,864,360,617,1,cell phone
final 2_mp4-7730_jpg.rf.2FpEWEm8iidoLQIJn31X.jpg,557,807,565,689,1,cell phone
final 2_mp4-7730_jpg.rf.2FpEWEm8iidoLQIJn31X.jpg,371,890,157,714,3,person
final 2_mp4-0217_jpg.rf.3JR58FTWPAL9PB3lkHH9.jpg,568,1141,0,720,3,person
final 2_mp4-0217_jpg.rf.3JR58FTWPAL9PB3lkHH9.jpg,866,1099,0,332,3,person
final 2_mp4-0217_jpg.rf.3JR58FTWPAL9PB3lkHH9.jpg,1040,1137,204,370,3,person
final 2_mp4-3669_jpg.rf.5TyUg6fe04dpMFI98xf1.jpg,311,1024,121,720,3,person
final 2_mp4-6225_jpg.rf.5cREtuWrk240a29QxFvv.jpg,226,617,539,638,1,cell phone
final 2_mp4-6225_jpg.rf.5cREtuWrk240a29QxFvv.jpg,354,953,140,720,3,person
final 2_mp4-6225_jpg.rf.5cREtuWrk240a29QxFvv.jpg,1173,1280,236,382,3,person
final 2_mp4-5955_jpg.rf.76jL6kAHqi0Tl7pU9h9d.jpg,0,269,0,720,3,person
final 2_mp4-5955_jpg.rf.76jL6kAHqi0Tl7pU9h9d.jpg,391,1010,85,720,3,person
final 2_mp4-5955_jpg.rf.76jL6kAHqi0Tl7pU9h9d.jpg,140,355,223,417,1,cell phone
final 2_mp4-5955_jpg.rf.76jL6kAHqi0Tl7pU9h9d.jpg,815,1141,418,681,1,cell phone
final 2_mp4-0784_jpg.rf.7PZ9BawaHhFLZQCRzzlt.jpg,388,937,2,720,3,person
final 2_mp4-0784_jpg.rf.7PZ9BawaHhFLZQCRzzlt.jpg,1015,1131,211,384,3,person
final 2_mp4-4244_jpg.rf.8wUfjarWLYZCu7ItDwcx.jpg,271,967,116,720,3,person
final 2_mp4-7168_jpg.rf.E73ItwvYeu21sH5Yjub7.jpg,1150,1280,7,642,3,person
final 2_mp4-7168_jpg.rf.E73ItwvYeu21sH5Yjub7.jpg,880,1177,2,691,3,person
final 2_mp4-7168_jpg.rf.E73ItwvYeu21sH5Yjub7.jpg,442,997,48,718,3,person
final 2_mp4-7168_jpg.rf.E73ItwvYeu21sH5Yjub7.jpg,322,586,0,170,1,cell phone
final 2_mp4-1551_jpg.rf.HJg9i3ruKMFgssbl2wZG.jpg,512,1030,204,720,3,person
final 2_mp4-6698_jpg.rf.J0mvWOX039HovlxQNTmt.jpg,424,1020,55,720,3,person
final 2_mp4-4564_jpg.rf.KER24LKLNmVRwbqElZD6.jpg,0,388,0,720,3,person
final 2_mp4-4564_jpg.rf.KER24LKLNmVRwbqElZD6.jpg,350,1013,78,720,3,person
final 2_mp4-4793_jpg.rf.RXclczs4krThVbzECWYx.jpg,530,639,69,376,3,person
final 2_mp4-4793_jpg.rf.RXclczs4krThVbzECWYx.jpg,531,1067,2,578,3,person
final 2_mp4-4793_jpg.rf.RXclczs4krThVbzECWYx.jpg,1054,1123,190,314,3,person
final 2_mp4-0750_jpg.rf.S1Sna1O16FwPBCCZLjkl.jpg,1031,1152,217,392,3,person
final 2_mp4-0750_jpg.rf.S1Sna1O16FwPBCCZLjkl.jpg,539,682,174,351,2,laptop
final 2_mp4-0750_jpg.rf.S1Sna1O16FwPBCCZLjkl.jpg,552,1046,0,689,3,person
final 2_mp4-0750_jpg.rf.S1Sna1O16FwPBCCZLjkl.jpg,481,833,637,720,1,cell phone
final 2_mp4-7004_jpg.rf.TWGspkjOpbZtXRyWSqos.jpg,572,728,242,478,1,cell phone
final 2_mp4-7004_jpg.rf.TWGspkjOpbZtXRyWSqos.jpg,467,991,40,720,3,person
final 2_mp4-7004_jpg.rf.TWGspkjOpbZtXRyWSqos.jpg,907,1102,48,518,3,person
final 2_mp4-7004_jpg.rf.TWGspkjOpbZtXRyWSqos.jpg,1039,1280,0,602,3,person
frame_1950_jpg.rf.UwozmqGFmOOz23XTwsmQ.jpg,204,515,80,637,3,person
frame_1950_jpg.rf.UwozmqGFmOOz23XTwsmQ.jpg,11,336,390,640,1,cell phone
final 2_mp4-1442_jpg.rf.bbtsBQ1SoEvOicZldK7x.jpg,468,1043,197,720,3,person
final 2_mp4-7967_jpg.rf.hm7uNefppmfaV3wov1sI.jpg,332,928,157,568,3,person
final 2_mp4-8640_jpg.rf.iGey6nrQakoVd8epFp7e.jpg,442,879,130,535,3,person
final 2_mp4-3610_jpg.rf.jf387CYE7lH9obpxIpFk.jpg,353,1016,113,706,3,person
final 2_mp4-8197_jpg.rf.lrlltBSn3mxUwYXLZmRs.jpg,309,874,170,720,3,person
final 2_mp4-6123_jpg.rf.nTtdD5WMGxT8UxTybxUA.jpg,368,1058,184,720,3,person
final 2_mp4-6123_jpg.rf.nTtdD5WMGxT8UxTybxUA.jpg,233,596,0,437,3,person
final 2_mp4-6123_jpg.rf.nTtdD5WMGxT8UxTybxUA.jpg,470,897,653,720,1,cell phone
final 2_mp4-4655_jpg.rf.pVWNfwrtH4BG9VuypMBj.jpg,530,1030,0,537,3,person
final 2_mp4-4655_jpg.rf.pVWNfwrtH4BG9VuypMBj.jpg,1019,1143,143,352,3,person
final 2_mp4-2078_jpg.rf.totkUy7kbjZ1Eq0Qk1CQ.jpg,448,899,143,720,3,person
final 2_mp4-2078_jpg.rf.totkUy7kbjZ1Eq0Qk1CQ.jpg,817,1106,0,620,3,person
final 2_mp4-2078_jpg.rf.totkUy7kbjZ1Eq0Qk1CQ.jpg,894,975,74,189,1,cell phone
final 2_mp4-2078_jpg.rf.totkUy7kbjZ1Eq0Qk1CQ.jpg,1123,1280,337,720,3,person
final 2_mp4-8231_jpg.rf.ubiQV75XBqRl1lNCkNaq.jpg,267,960,160,720,3,person
final 2_mp4-3111_jpg.rf.uo1aRryBiALWqR3L1SEQ.jpg,0,255,0,720,3,person
final 2_mp4-3111_jpg.rf.uo1aRryBiALWqR3L1SEQ.jpg,521,1126,141,720,3,person
final 2_mp4-3111_jpg.rf.uo1aRryBiALWqR3L1SEQ.jpg,567,724,335,597,1,cell phone
final 2_mp4-8492_jpg.rf.usnQpl3aLBiLbimfcTCW.jpg,300,463,358,676,1,cell phone
final 2_mp4-8492_jpg.rf.usnQpl3aLBiLbimfcTCW.jpg,448,833,147,720,3,person
final 2_mp4-1453_jpg.rf.0qdyo5n3ebS8PleYW9lr.jpg,407,978,202,720,3,person
final 2_mp4-7590_jpg.rf.6PxFEKad3RcGXFR1JCGo.jpg,479,969,0,418,3,person
final 2_mp4-4376_jpg.rf.8fXYnPYFQyWrdTus5c3G.jpg,324,1018,89,720,3,person
final 2_mp4-4376_jpg.rf.8fXYnPYFQyWrdTus5c3G.jpg,513,800,511,720,1,cell phone
final 2_mp4-3841_jpg.rf.8w6zhXKRc7AaEYmVHeM2.jpg,262,1084,113,720,3,person
final 2_mp4-0796_jpg.rf.Bj1nOHrsgg0cNP7MOh3Z.jpg,1048,1138,172,334,3,person
final 2_mp4-0796_jpg.rf.Bj1nOHrsgg0cNP7MOh3Z.jpg,594,1116,0,720,3,person
final 2_mp4-5530_jpg.rf.CRZmJHjs9M0wIKkKmBFv.jpg,359,1004,82,704,3,person
final 2_mp4-4560_jpg.rf.FihCNNzwxEkVoErZJmlk.jpg,0,431,0,720,3,person
final 2_mp4-4560_jpg.rf.FihCNNzwxEkVoErZJmlk.jpg,383,1047,90,720,3,person
final 2_mp4-5943_jpg.rf.H0076Yx0PgYjOdRMoQN7.jpg,319,537,179,595,1,cell phone
final 2_mp4-5943_jpg.rf.H0076Yx0PgYjOdRMoQN7.jpg,454,1039,83,720,3,person
final 2_mp4-5943_jpg.rf.H0076Yx0PgYjOdRMoQN7.jpg,0,172,48,720,3,person
final 2_mp4-7375_jpg.rf.I91m6NHE9iaSs0ms6jGE.jpg,679,1103,36,563,2,laptop
final 2_mp4-7375_jpg.rf.I91m6NHE9iaSs0ms6jGE.jpg,400,914,65,720,3,person
final 2_mp4-7216_jpg.rf.IbJxg4KV57PItaLsgSpQ.jpg,466,936,25,720,3,person
final 2_mp4-7216_jpg.rf.IbJxg4KV57PItaLsgSpQ.jpg,865,1162,0,571,3,person
final 2_mp4-7216_jpg.rf.IbJxg4KV57PItaLsgSpQ.jpg,1170,1280,248,609,1,cell phone
final 2_mp4-2289_jpg.rf.IbitjWeLJuMjCfkvaTjR.jpg,446,1043,135,702,3,person
final 2_mp4-2289_jpg.rf.IbitjWeLJuMjCfkvaTjR.jpg,725,1031,12,456,3,person
final 2_mp4-5546_jpg.rf.Mk1GcmTQ0UdKK2kyFzOC.jpg,412,996,83,720,3,person
final 2_mp4-7682_jpg.rf.O1bXbx8LZ4QY323mDzYR.jpg,228,529,85,481,3,person
final 2_mp4-7682_jpg.rf.O1bXbx8LZ4QY323mDzYR.jpg,532,913,168,718,3,person
final 2_mp4-0106_jpg.rf.PSAiQtnZtDBEZymn194W.jpg,546,716,248,476,1,cell phone
final 2_mp4-0106_jpg.rf.PSAiQtnZtDBEZymn194W.jpg,984,1132,205,415,3,person
final 2_mp4-0106_jpg.rf.PSAiQtnZtDBEZymn194W.jpg,388,1093,9,707,3,person
frame_1100_jpg.rf.QAw0seX0YBhBkvzxNulp.jpg,216,544,38,639,3,person
frame_1100_jpg.rf.QAw0seX0YBhBkvzxNulp.jpg,36,250,151,626,1,cell phone
final 2_mp4-4893_jpg.rf.U0eVvUzhrHqAwuVtfFps.jpg,202,576,266,703,1,cell phone
final 2_mp4-4893_jpg.rf.U0eVvUzhrHqAwuVtfFps.jpg,102,821,46,720,3,person
final 2_mp4-2375_jpg.rf.XRXfc3apwyIdSYHY7dNp.jpg,1053,1280,0,401,3,person
final 2_mp4-2375_jpg.rf.XRXfc3apwyIdSYHY7dNp.jpg,464,996,243,720,3,person
final 2_mp4-6670_jpg.rf.Z5rXNHxjpmWjjlkBPBbo.jpg,339,964,133,720,3,person
final 2_mp4-6670_jpg.rf.Z5rXNHxjpmWjjlkBPBbo.jpg,505,725,418,720,1,cell phone
final 2_mp4-0260_jpg.rf.ZJOb7BvsHRqnM06KoMIG.jpg,1031,1137,219,380,3,person
final 2_mp4-0260_jpg.rf.ZJOb7BvsHRqnM06KoMIG.jpg,935,1027,341,480,3,person
final 2_mp4-0260_jpg.rf.ZJOb7BvsHRqnM06KoMIG.jpg,499,892,8,707,3,person
final 2_mp4-0260_jpg.rf.ZJOb7BvsHRqnM06KoMIG.jpg,928,1192,488,720,1,cell phone
final 2_mp4-0260_jpg.rf.ZJOb7BvsHRqnM06KoMIG.jpg,274,605,0,331,3,person
final 2_mp4-0765_jpg.rf.ZLyEp9jHUXvPdK6wZncu.jpg,390,662,181,400,2,laptop
final 2_mp4-0765_jpg.rf.ZLyEp9jHUXvPdK6wZncu.jpg,431,666,0,468,3,person
final 2_mp4-0765_jpg.rf.ZLyEp9jHUXvPdK6wZncu.jpg,530,1019,0,685,3,person
final 2_mp4-0765_jpg.rf.ZLyEp9jHUXvPdK6wZncu.jpg,1033,1153,164,436,3,person
final 2_mp4-8816_jpg.rf.ZvKSV7AbLT8yyGMVNMFY.jpg,179,508,210,655,2,laptop
final 2_mp4-8816_jpg.rf.ZvKSV7AbLT8yyGMVNMFY.jpg,436,831,149,691,3,person
final 2_mp4-8816_jpg.rf.ZvKSV7AbLT8yyGMVNMFY.jpg,954,1280,0,624,3,person
final 2_mp4-0362_jpg.rf.aKaoYwvbRQmEwgTXKaVp.jpg,1038,1139,219,376,3,person
final 2_mp4-0362_jpg.rf.aKaoYwvbRQmEwgTXKaVp.jpg,996,1280,444,690,1,cell phone
final 2_mp4-0362_jpg.rf.aKaoYwvbRQmEwgTXKaVp.jpg,82,583,0,720,3,person
final 2_mp4-0362_jpg.rf.aKaoYwvbRQmEwgTXKaVp.jpg,680,1102,0,720,3,person
final 2_mp4-2948_jpg.rf.apAQ3r11hNCqkwC45VsS.jpg,83,789,32,711,3,person
final 2_mp4-5769_jpg.rf.dgAWG9kgaltXStxgDHlj.jpg,442,1130,113,720,3,person
final 2_mp4-2115_jpg.rf.eClvCfo0DWb0ZO1nzYxa.jpg,810,1138,14,504,3,person
final 2_mp4-2115_jpg.rf.eClvCfo0DWb0ZO1nzYxa.jpg,363,852,214,720,3,person
final 2_mp4-7378_jpg.rf.iqjgd6Zg2eE41ddnZ8To.jpg,344,849,94,720,3,person
final 2_mp4-7378_jpg.rf.iqjgd6Zg2eE41ddnZ8To.jpg,780,1245,251,714,2,laptop
final 2_mp4-8612_jpg.rf.lgt30aJL8siJdUxD3vt8.jpg,373,910,178,720,3,person
final 2_mp4-4663_jpg.rf.rMBl4ULZyItkbw85KGlv.jpg,1022,1128,127,527,3,person
final 2_mp4-4663_jpg.rf.rMBl4ULZyItkbw85KGlv.jpg,1207,1279,178,537,3,person
final 2_mp4-4663_jpg.rf.rMBl4ULZyItkbw85KGlv.jpg,477,1104,4,714,3,person
final 2_mp4-5164_jpg.rf.vCoCphnIm9EHCK6LNCFp.jpg,259,855,64,720,3,person
final 2_mp4-5164_jpg.rf.vCoCphnIm9EHCK6LNCFp.jpg,825,1195,49,720,3,person
final 2_mp4-0252_jpg.rf.xXtt4In2Kt9YWTOxB3zD.jpg,735,1106,596,720,1,cell phone
final 2_mp4-0252_jpg.rf.xXtt4In2Kt9YWTOxB3zD.jpg,1014,1120,222,569,3,person
final 2_mp4-0252_jpg.rf.xXtt4In2Kt9YWTOxB3zD.jpg,475,972,2,718,3,person
final 2_mp4-0252_jpg.rf.xXtt4In2Kt9YWTOxB3zD.jpg,492,919,118,335,3,person
final 2_mp4-0519_jpg.rf.1N9lGAMYiihWpFsC2UcR.jpg,738,904,382,597,1,cell phone
final 2_mp4-0519_jpg.rf.1N9lGAMYiihWpFsC2UcR.jpg,459,931,211,717,3,person
final 2_mp4-0519_jpg.rf.1N9lGAMYiihWpFsC2UcR.jpg,711,1093,0,640,3,person
final 2_mp4-6061_jpg.rf.1OQLL9C1YPUobtYYgLAT.jpg,307,1050,103,720,3,person
final 2_mp4-6061_jpg.rf.1OQLL9C1YPUobtYYgLAT.jpg,567,858,555,720,1,cell phone
final 2_mp4-0439_jpg.rf.2XetZSHnozcpXeAUii6w.jpg,422,894,209,720,3,person
final 2_mp4-0439_jpg.rf.2XetZSHnozcpXeAUii6w.jpg,980,1280,0,720,3,person
final 2_mp4-0439_jpg.rf.2XetZSHnozcpXeAUii6w.jpg,0,386,327,679,2,laptop
frame_2560_jpg.rf.2qBpUDY5TvCX6NSi8Gqe.jpg,0,540,144,458,3,person
frame_2560_jpg.rf.2qBpUDY5TvCX6NSi8Gqe.jpg,0,529,457,639,3,person
final 2_mp4-6983_jpg.rf.7AgHasMx05HzG82ROK1r.jpg,455,1044,33,720,3,person
final 2_mp4-6983_jpg.rf.7AgHasMx05HzG82ROK1r.jpg,587,831,461,714,1,cell phone
final 2_mp4-6983_jpg.rf.7AgHasMx05HzG82ROK1r.jpg,956,1127,51,567,3,person
final 2_mp4-6983_jpg.rf.7AgHasMx05HzG82ROK1r.jpg,1027,1280,0,593,3,person
final 2_mp4-0216_jpg.rf.C4w1C3EJq54lnDgPQl9I.jpg,868,1074,0,323,3,person
final 2_mp4-0216_jpg.rf.C4w1C3EJq54lnDgPQl9I.jpg,1067,1131,206,331,3,person
final 2_mp4-0216_jpg.rf.C4w1C3EJq54lnDgPQl9I.jpg,518,1168,13,679,3,person
final 2_mp4-2381_jpg.rf.CEyI7vzgyqTDVkgAGJZd.jpg,1087,1280,15,501,3,person
final 2_mp4-2381_jpg.rf.CEyI7vzgyqTDVkgAGJZd.jpg,485,987,219,720,3,person
final 2_mp4-8029_jpg.rf.Darb5f6J06HITKYHFbgK.jpg,374,907,157,720,3,person
final 2_mp4-8029_jpg.rf.Darb5f6J06HITKYHFbgK.jpg,1058,1262,523,720,1,cell phone
final 2_mp4-6166_jpg.rf.Ej5NOvEheWrmCTz8Uv9K.jpg,444,903,647,720,1,cell phone
final 2_mp4-6166_jpg.rf.Ej5NOvEheWrmCTz8Uv9K.jpg,199,604,0,465,3,person
final 2_mp4-6166_jpg.rf.Ej5NOvEheWrmCTz8Uv9K.jpg,423,1034,152,718,3,person
final 2_mp4-5709_jpg.rf.HvXBBBbhxYsqcrt2orq7.jpg,334,1117,83,720,3,person
final 2_mp4-3825_jpg.rf.JHV7Lnmcmd7o5NreTRIW.jpg,293,1031,118,720,3,person
final 2_mp4-9069_jpg.rf.JYGbUAP3SU0YhbMw7izp.jpg,276,512,163,412,2,laptop
final 2_mp4-9069_jpg.rf.JYGbUAP3SU0YhbMw7izp.jpg,520,732,26,222,3,person
final 2_mp4-9069_jpg.rf.JYGbUAP3SU0YhbMw7izp.jpg,521,955,147,637,3,person
final 2_mp4-8116_jpg.rf.QCpG1QyaLkTPhupKf73n.jpg,222,831,178,719,3,person
final 2_mp4-0973_jpg.rf.Qg63pOLtcmeNpPkJU8TN.jpg,434,988,237,720,3,person
final 2_mp4-6060_jpg.rf.SFQzqwEWYmXeshXIvxEz.jpg,298,1042,91,720,3,person
final 2_mp4-6060_jpg.rf.SFQzqwEWYmXeshXIvxEz.jpg,529,832,555,720,1,cell phone
final 2_mp4-3946_jpg.rf.Svvsbqx6HTv4Ks8Zzr3X.jpg,267,1050,135,720,3,person
final 2_mp4-2968_jpg.rf.W9j6zqF5vSPqbcrL3Lhm.jpg,80,914,21,720,3,person
final 2_mp4-6453_jpg.rf.XJF8LhkDNkmV3QOQva5S.jpg,284,984,66,720,3,person
final 2_mp4-6453_jpg.rf.XJF8LhkDNkmV3QOQva5S.jpg,1030,1280,0,415,1,cell phone
final 2_mp4-1881_jpg.rf.XT7jks3jFQ3LRCTJENMZ.jpg,482,1021,216,720,3,person
final 2_mp4-4647_jpg.rf.Xy5WKa93uodneo3UHKXo.jpg,1001,1152,224,378,3,person
final 2_mp4-4647_jpg.rf.Xy5WKa93uodneo3UHKXo.jpg,508,1004,6,636,3,person
final 2_mp4-3573_jpg.rf.Y5DhESV8Hm8DBiS8vvSc.jpg,343,999,166,720,3,person
final 2_mp4-1455_jpg.rf.YpWG5dtdHpKnqjJNHkEh.jpg,450,1001,189,720,3,person
frame_1470_jpg.rf.ZyGuUIkDJqXsmrBrhy27.jpg,0,611,128,536,3,person
final 2_mp4-3481_jpg.rf.c3ke6WcpfTsRRsa7Rkp8.jpg,527,873,600,720,1,cell phone
final 2_mp4-3481_jpg.rf.c3ke6WcpfTsRRsa7Rkp8.jpg,507,987,11,720,3,person
final 2_mp4-3481_jpg.rf.c3ke6WcpfTsRRsa7Rkp8.jpg,1070,1280,193,720,3,person
final 2_mp4-3481_jpg.rf.c3ke6WcpfTsRRsa7Rkp8.jpg,293,603,0,358,3,person
final 2_mp4-4703_jpg.rf.clPhrgax2qaLD9ehaz8f.jpg,872,1280,0,716,3,person
final 2_mp4-4703_jpg.rf.clPhrgax2qaLD9ehaz8f.jpg,427,930,6,720,3,person
final 2_mp4-1508_jpg.rf.eP2RXaV8wq4IxdfhrsUx.jpg,500,984,201,714,3,person
final 2_mp4-5461_jpg.rf.g3ZMd2Jdvx8869ahgu5v.jpg,165,570,187,478,2,laptop
final 2_mp4-5461_jpg.rf.g3ZMd2Jdvx8869ahgu5v.jpg,386,719,0,456,3,person
final 2_mp4-5461_jpg.rf.g3ZMd2Jdvx8869ahgu5v.jpg,592,1071,89,720,3,person
final 2_mp4-4042_jpg.rf.mKSyyzC4tCFT95oNLICI.jpg,0,302,0,720,3,person
final 2_mp4-4042_jpg.rf.mKSyyzC4tCFT95oNLICI.jpg,314,1042,114,720,3,person
final 2_mp4-6643_jpg.rf.t5qFl9ub2jWDgvBKGS6r.jpg,297,939,117,720,3,person
final 2_mp4-6643_jpg.rf.t5qFl9ub2jWDgvBKGS6r.jpg,457,681,434,707,1,cell phone
frame_1200_jpg.rf.yFe63PDxrzpwT8vPv1kg.jpg,172,472,123,638,3,person
frame_1200_jpg.rf.yFe63PDxrzpwT8vPv1kg.jpg,355,460,405,639,1,cell phone
final 2_mp4-5205_jpg.rf.0RluDk2fOWWAevHaz2Je.jpg,0,387,0,432,3,person
final 2_mp4-5205_jpg.rf.0RluDk2fOWWAevHaz2Je.jpg,221,965,100,720,3,person
final 2_mp4-7033_jpg.rf.0WoGh2lffT6F59CYQmWN.jpg,705,846,282,604,1,cell phone
final 2_mp4-7033_jpg.rf.0WoGh2lffT6F59CYQmWN.jpg,481,1005,42,720,3,person
final 2_mp4-7033_jpg.rf.0WoGh2lffT6F59CYQmWN.jpg,922,1111,48,522,3,person
final 2_mp4-7033_jpg.rf.0WoGh2lffT6F59CYQmWN.jpg,1055,1280,0,607,3,person
final 2_mp4-5652_jpg.rf.0Z2aXf562Iacqr4Bq0IN.jpg,344,1022,98,720,3,person
final 2_mp4-8405_jpg.rf.1ff3Zf5sVJZe64fLnZoG.jpg,404,877,138,700,3,person
final 2_mp4-8343_jpg.rf.EDhQ6vTIbFanEhY3POrQ.jpg,322,861,148,720,3,person
final 2_mp4-5183_jpg.rf.EWHZuCN0hE2Hm8BBVXIR.jpg,0,324,1,489,3,person
final 2_mp4-5183_jpg.rf.EWHZuCN0hE2Hm8BBVXIR.jpg,397,867,96,707,3,person
